Røros Hotell,victim,gang,date,Victim Country,Victim sectors,NumberN/AofN/Aemployees,Sales,Ransom Currency,Ransom Paid
7618,EirMed Devices,alphv,2/5/2023,Sweden,Transportation,N/A,N/A,,
7617,Brighton Hill Community School,vicesociety,2/5/2023,UK,Education,N/A,N/A,,
7616,Montana State University,royal,2/5/2023,USA,Education,N/A,N/A,,
7615,Great Falls College of Technology,royal,2/5/2023,USA,Education,N/A,N/A,,
7614,Tony Clark Consulting,alphv,2/5/2023,USA,Services,N/A,N/A,,
7612,*.A. ********* and *******,bianlian,1/5/2023,USA,N/A,N/A,N/A,,
7611,EdisonLearning,royal,1/5/2023,USA,Education,N/A,N/A,,
7610,100X and ALL Clients,ransomhouse,1/5/2023,USA,Technology,N/A,N/A,,
7609,Gates Corporation,blackbasta,30/4/2023,USA,Retail,N/A,N/A,,
7608,David S. Brown Enterprises,blackbasta,30/4/2023,USA,Services,N/A,N/A,,
7607,WSVN,blackbasta,30/4/2023,USA,Technology,N/A,N/A,,
7606,Franklin Mutual Insurance,blackbasta,30/4/2023,USA,Services,N/A,N/A,,
7605,MODUL,blackbasta,30/4/2023,Germany,Technology,N/A,N/A,,
7604,KLINESPECTER,blackbasta,30/4/2023,USA,Services,N/A,N/A,,
7603,The Spooner Risk Control,blackbasta,30/4/2023,USA,Services,N/A,N/A,,
7602,DeMontfort Fine Art,blackbasta,30/4/2023,UK,Retail,N/A,N/A,,
7601,BLUME,blackbasta,30/4/2023,Germany,Energy,N/A,N/A,,
7600,AUTOCAM MEDICAL,blackbasta,30/4/2023,USA,Healthcare,N/A,N/A,,
7599,Colvillbanks,blackbasta,30/4/2023,UK,Financial,N/A,N/A,,
7598,restorationmanagement,blackbasta,30/4/2023,USA,Construction,N/A,N/A,,
7597,DOREL Industries,blackbasta,30/4/2023,Canada,Retail,N/A,N/A,,
7596,Yellow Pages,blackbasta,30/4/2023,Canada,Services,N/A,N/A,,
7595,GTT,blackbasta,30/4/2023,Canada,Transportation,N/A,N/A,,
7594,Anton Paar,blackbasta,30/4/2023,Slovenia,Technology,N/A,N/A,,
7593,VMedia Inc,avoslocker,30/4/2023,Canada,Technology,N/A,N/A,,
7592,SunPower Marine,avoslocker,30/4/2023,Spain,Energy,N/A,N/A,,
7591,Laragh Courseware,avoslocker,30/4/2023,South Africa,Education,N/A,N/A,,
7590,Pembina County Memorial Hospital,avoslocker,30/4/2023,USA,Healthcare,N/A,N/A,,
7589,DiJones Real Estate,avoslocker,30/4/2023,Australia,Services,N/A,N/A,,
7588,Roseman University,avoslocker,30/4/2023,USA,Healthcare,N/A,N/A,,
7587,SIIX Corporation,qilin,30/4/2023,Japan,Transportation,N/A,N/A,,
7585,CMC Group,vicesociety,30/4/2023,USA,Services,N/A,N/A,,
7584,KMC Savills,alphv,29/4/2023,Philippines,Retail,N/A,N/A,,
7583,Sherman Consulting Services,alphv,29/4/2023,USA,Energy,N/A,N/A,,
7582,Colvill Banks Ltd,blackbasta,29/4/2023,UK,Financial,N/A,N/A,,
7581,ourrelentlesschurch,lockbit3,29/4/2023,USA,Public,N/A,N/A,,
7580,logicalsolutions.bc.ca,lockbit3,29/4/2023,Canada,Services,N/A,N/A,,
7579,converpack,lockbit3,29/4/2023,USA,Industrial,N/A,N/A,,
7578,Our Sunday Visitor,karakurt,29/4/2023,USA,Media,N/A,N/A,,
7577,McDermott International,alphv,29/4/2023,USA,Transportation,N/A,N/A,,
7576,Albany ENT & Allergy Services,ransomhouse,29/4/2023,USA,Healthcare,N/A,N/A,,
7575,Western Digital Chronicles II: The Weekly Descent into Oblivion,alphv,28/4/2023,USA,Technology,N/A,N/A,,
7574,TAMMAC,blackbasta,28/4/2023,USA,Financial,N/A,N/A,,
7569,BLUME_2,blackbasta,28/4/2023,Germany,Industrial,N/A,N/A,,
7568,AUTOCAMMEDICAL_2,blackbasta,28/4/2023,USA,Industrial,N/A,N/A,,
7567,ANTONPAAR_2,blackbasta,28/4/2023,Slovenia,Technology,N/A,N/A,,
7566,GCEMPLOYMENT,clop,28/4/2023,USA,Services,N/A,N/A,,
7565,hwlebsworth,alphv,28/4/2023,Australia,Services,N/A,N/A,,
7564,eHazard and ArcWear,alphv,27/4/2023,USA,Energy,N/A,N/A,,
7563,La Red Healthcare Center,karakurt,27/4/2023,USA,Healthcare,N/A,N/A,,
7562,MasterCorp,blackbasta,27/4/2023,USA,Hospitality,N/A,N/A,,
7561,CoachComm,blackbasta,27/4/2023,USA,Retail,N/A,N/A,,
7559,multimedica.it,lockbit3,27/4/2023,Italy,Healthcare,N/A,N/A,,
7558,US District Court / Law company,everest,26/4/2023,USA,Public,N/A,N/A,,
7557,accesscontrolsecurity,alphv,26/4/2023,USA,Services,N/A,N/A,,
7556,eHazard or ArcWear,alphv,26/4/2023,USA,Energy,N/A,N/A,,
7555,bg2i.fr,lockbit3,26/4/2023,France,Education,N/A,N/A,,
7554,cdcbmestihl,lockbit3,26/4/2023,USA,Retail,N/A,N/A,,
7553,fsdc.hk,lockbit3,26/4/2023,China,Financial,N/A,N/A,,
7552,Tranztec Solutions,ransomhouse,26/4/2023,USA,Transportation,N/A,N/A,,
7551,OMT Officine Meccaniche Torino S.p.A.,ransomhouse,26/4/2023,Italy,Industrial,N/A,N/A,,
7549,silbon.es,lockbit3,26/4/2023,Spain,Consumer,N/A,N/A,,
7548,Fundação Carlos Chagas,alphv,26/4/2023,Brazil,Public,N/A,N/A,,
7547,Bevan Group,medusalocker,26/4/2023,UK,Energy,N/A,N/A,,
7546,GT Group,blackbasta,26/4/2023,Canada,Industrial,N/A,N/A,,
7545,BERNINA International AG,alphv,25/4/2023,Switzerland,Industrial,N/A,N/A,,
7544,Agensi Kaunseling dan Pengurusan Kredit,alphv,25/4/2023,Malaysia,Services,N/A,N/A,,
7543,Transformative Healthcare,alphv,25/4/2023,USA,Healthcare,N/A,N/A,,
7542,Bentham &amp Holroyd Ltd,medusalocker,24/4/2023,UK,Industrial,N/A,N/A,,
7540,CANTALK,ragnarlocker,25/4/2023,Canada,Services,N/A,N/A,,
7539,sunnydesigns,lockbit3,25/4/2023,USA,Retail,N/A,N/A,,
7538,ptow,lockbit3,25/4/2023,USA,Healthcare,N/A,N/A,,
7537,peachtreemedical,lockbit3,25/4/2023,USA,Healthcare,N/A,N/A,,
7536,atlanticeye.net,lockbit3,25/4/2023,USA,Healthcare,N/A,N/A,,
7535,lhh.my,lockbit3,25/4/2023,Malaysia,Services,N/A,N/A,,
7534,imanor.gov.ma,lockbit3,25/4/2023,Morocco,Public,N/A,N/A,,
7533,ddmontaza.hr,lockbit3,25/4/2023,Croatia,Construction,N/A,N/A,,
7532,Dacotah Paper,blackbyte,25/4/2023,USA,Retail,N/A,N/A,,
7531,fabeckarchitectes.lu,lockbit3,25/4/2023,Luxembourg,Industrial,N/A,N/A,,
7530,summerweine.at,lockbit3,25/4/2023,Austria,Hospitality,N/A,N/A,,
7529,ewwanfried,lockbit3,25/4/2023,Germany,Energy,N/A,N/A,,
7528,vcclawservices,lockbit3,25/4/2023,China,Services,N/A,N/A,,
7527,keystonesmiles,lockbit3,25/4/2023,USA,Education,N/A,N/A,,
7525,GROUPE ETIC,bianlian,25/4/2023,France,Services,N/A,N/A,,
7523,Falcon Express Transportation,bianlian,25/4/2023,USA,Transportation,N/A,N/A,,
7522,Bilstein GmbH,bianlian,25/4/2023,Germany,Retail,N/A,N/A,,
7521,Manufacturing,bianlian,25/4/2023,USA,Industrial,N/A,N/A,,
7519,Magnolia Care Center,medusalocker,25/4/2023,USA,Healthcare,N/A,N/A,,
7518,ultimateimageprinting,lockbit3,25/4/2023,USA,Retail,N/A,N/A,,
7517,Encompass Group,royal,25/4/2023,USA,Healthcare,N/A,N/A,,
7516,gruponutresa,lockbit3,24/4/2023,Colombia,Hospitality,N/A,N/A,,
7515,goforcloud,lockbit3,24/4/2023,Netherlands,Technology,N/A,N/A,,
7514,nagase.co.jp,lockbit3,24/4/2023,Japan,Industrial,N/A,N/A,,
7513,abro.se,lockbit3,24/4/2023,Sweden,Industrial,N/A,N/A,,
7512,Lifeline Vascular Access,karakurt,24/4/2023,USA,Healthcare,N/A,N/A,,
7511,Winona Powder Coating,karakurt,24/4/2023,USA,Industrial,N/A,N/A,,
7510,TransMedics,karakurt,24/4/2023,USA,Healthcare,N/A,N/A,,
7509,midipapierspeints.fr,lockbit3,24/4/2023,France,Industrial,N/A,N/A,,
7508,baffetmateriaux.fr,lockbit3,24/4/2023,France,Retail,N/A,N/A,,
7507,tiger.jp,lockbit3,24/4/2023,Japan,Industrial,N/A,N/A,,
7506,kse.kw,lockbit3,24/4/2023,Kuwait,Services,N/A,N/A,,
7505,yateemgroup,lockbit3,24/4/2023,United Arab Emirates,Healthcare,N/A,N/A,,
7504,gpglobal,lockbit3,24/4/2023,United Arab Emirates,Energy,N/A,N/A,,
7503,esinsa,lockbit3,24/4/2023,Guatemala,Technology,N/A,N/A,,
7502,bigc.co.th,lockbit3,24/4/2023,Thailand,Retail,N/A,N/A,,
7501,Bentham & Holroyd Ltd,medusalocker,24/4/2023,UK,Energy,N/A,N/A,,
7500,apolloscientific.co,lockbit3,24/4/2023,UK,Industrial,N/A,N/A,,
7499,Clarke County Hospital,royal,24/4/2023,USA,Healthcare,N/A,N/A,,
7498,MW Components,royal,24/4/2023,USA,Industrial,N/A,N/A,,
7497,Lake Dallas Independent School District,royal,24/4/2023,USA,Education,N/A,N/A,,
7496,fullertonindia,lockbit3,24/4/2023,India,Financial,N/A,N/A,,
7495,ECCI,alphv,23/4/2023,USA,Technology,N/A,N/A,,
7494,MKU,alphv,23/4/2023,Germany,Public,N/A,N/A,,
7493,norton.ar,lockbit3,23/4/2023,Argentina,Technology,N/A,N/A,,
7492,WestcoastSmile Dental Studio,medusalocker,23/4/2023,Canada,Healthcare,N/A,N/A,,
7491,NETISGROUP,alphv,23/4/2023,Mauritius,Technology,N/A,N/A,,
7490,floraalpina.ch,lockbit3,23/4/2023,Switzerland,Hospitality,N/A,N/A,,
7489,Easy Automation,blackbyte,22/4/2023,USA,Industrial,N/A,N/A,,
7488,UECC,play,22/4/2023,Norway,Transportation,N/A,N/A,,
7487,Groupe Gambetta,play,22/4/2023,France,Services,N/A,N/A,,
7486,YPG2,blackbasta,22/4/2023,Canada,Technology,N/A,N/A,,
7485,stuertz,lockbit3,22/4/2023,Germany,Industrial,N/A,N/A,,
7484,Neptune Lines,vicesociety,22/4/2023,Greece,Transportation,N/A,N/A,,
7330,GKS Hydraulik,royal,21/4/2023,Germany,Retail,N/A,N/A,,
7329,Daregal,alphv,21/4/2023,France,Retail,N/A,N/A,,
7328,Saville Row Grupo GTD,alphv,21/4/2023,Chile,Retail,N/A,N/A,,
7327,Slade Shipping,alphv,21/4/2023,USA,Transportation,N/A,N/A,,
7326,Groupe ACTIVA,alphv,21/4/2023,Camerun,Services,N/A,N/A,,
7325,NAIVAS,alphv,21/4/2023,Kenya,Retail,N/A,N/A,,
7324,Global Polymers,alphv,21/4/2023,USA,Energy,N/A,N/A,,
7323,Classic Stripes Pvt and Astarc Group,alphv,21/4/2023,India,Industrial,N/A,N/A,,
7322,VOPAK,alphv,21/4/2023,Netherlands,Retail,N/A,N/A,,
7319,AUTTECHGROUP,clop,21/4/2023,Germany,Industrial,N/A,N/A,,
16037,Heli Securite,spacebears,22/6/2024,France,Transportation,29,$5.1M,,
7317,G&G ectronics,bianlian,11/4/2023,Canada,Services,N/A,N/A,,
7316,Unique Imaging,trigona,17/4/2023,USA,Healthcare,N/A,N/A,,
7315,Treadwell,trigona,18/4/2023,USA,Financial,N/A,N/A,,
7314,Cementos Progreso,alphv,21/4/2023,Guatemala,Industrial,N/A,N/A,,
7313,WynnReeth,karakurt,21/4/2023,USA,Services,N/A,N/A,,
7312,Eastern Cape Gambling Board,alphv,21/4/2023,South Africa,Entertainment,N/A,N/A,,
7311,CA de Seguros La Occidental,alphv,21/4/2023,Venezuela,Services,N/A,N/A,,
7310,JK Residential Services,alphv,21/4/2023,USA,Retail,N/A,N/A,,
7309,Lisa Logistica,alphv,21/4/2023,Brazil,Transportation,N/A,N/A,,
7308,Sasa,alphv,21/4/2023,Malaysia,Retail,N/A,N/A,,
7154,soapro.ao,lockbit3,21/4/2023,Angola,Services,N/A,N/A,,
7153,pkffinconta.ro,lockbit3,21/4/2023,Romania,Services,N/A,N/A,,
7152,soshin.co.jp,lockbit3,21/4/2023,Japan,Industrial,N/A,N/A,,
7151,Urban Import,cryptnet,20/4/2023,USA,Retail,N/A,N/A,,
7150,Export Hub,cryptnet,20/4/2023,USA,Financial,N/A,N/A,,
7149,ibp.br,lockbit3,21/4/2023,Brazil,Hospitality,N/A,N/A,,
7146,Logisuite,bianlian,21/4/2023,USA,Technology,N/A,N/A,,
7145,tubosreunidosgroup,lockbit3,20/4/2023,Spain,Industrial,N/A,N/A,,
7144,Mercy Home,bianlian,20/4/2023,USA,Hospitality,N/A,N/A,,
7143,Manoir Saint-Sauveur,bianlian,20/4/2023,France,Hospitality,N/A,N/A,,
7141,Synergy Hematology Oncology Medical Associates Inc.,bianlian,20/4/2023,USA,Healthcare,N/A,N/A,,
7140,Vascular Center of Intervention,bianlian,20/4/2023,USA,Healthcare,N/A,N/A,,
7139,DUKANE,blackbasta,27/3/2023,USA,Industrial,N/A,N/A,,
7138,SPOONER,blackbasta,19/4/2023,USA,Industrial,N/A,N/A,,
7137,intuview,lockbit3,19/4/2023,Israel,Technology,N/A,N/A,,
7136,US District Court IL / On sale,everest,19/4/2023,USA,Public,N/A,N/A,,
7135,Insurance Agency Marketing Services,alphv,19/4/2023,USA,Services,N/A,N/A,,
7134,US District Court / On sale,everest,19/4/2023,USA,Public,N/A,N/A,,
7133,crossinggroup,lockbit3,19/4/2023,Canada,Construction,N/A,N/A,,
7132,DOREL,blackbasta,19/4/2023,Canada,Services,N/A,N/A,,
7130,Greenslade Taylor Hunt,bianlian,19/4/2023,UK,Services,N/A,N/A,,
7129,Entelect,bianlian,19/4/2023,South Africa,Technology,N/A,N/A,,
7128,Earlens Corporation,bianlian,19/4/2023,USA,Healthcare,N/A,N/A,,
7127,Deer Lakes School District,bianlian,19/4/2023,USA,Education,N/A,N/A,,
7126,Commerce Pundit,bianlian,19/4/2023,USA,Technology,N/A,N/A,,
7124,Bedford Lodge Hotel,bianlian,19/4/2023,UK,Hospitality,N/A,N/A,,
7123,Altstadt Hoffman Plumbing,bianlian,19/4/2023,Germany,Construction,N/A,N/A,,
7121,garrotbros,lockbit3,19/4/2023,USA,Technology,N/A,N/A,,
7120,gizavc,lockbit3,19/4/2023,Israel,Technology,N/A,N/A,,
7119,jaco,lockbit3,19/4/2023,USA,Energy,N/A,N/A,,
7117,sommer.eu,lockbit3,19/4/2023,Germany,Industrial,N/A,N/A,,
7116,bancodevenezuela,lockbit3,19/4/2023,Venezuela,Financial,N/A,N/A,,
7115,sbhc,lockbit3,19/4/2023,USA,Healthcare,N/A,N/A,,
7114,7G Distributing,alphv,18/4/2023,USA,Retail,N/A,N/A,,
7109,teijincarbon,royal,3/4/2023,Japan,Retail,N/A,N/A,,
7105,SHIVELYBROS_2,blackbasta,3/4/2023,USA,Transportation,N/A,N/A,,
7104,PFGUSA_2,blackbasta,3/4/2023,USA,Consumer,N/A,N/A,,
7103,GOCORPTECH,blackbasta,3/4/2023,USA,Technology,N/A,N/A,,
7102,HUSKY1,blackbasta,4/4/2023,Canada,Technology,N/A,N/A,,
7097,DCIENGINEERS_2,blackbasta,8/4/2023,USA,Services,N/A,N/A,,
7090,Incredible Technologies,dunghill_leak,10/4/2023,USA,Industrial,N/A,N/A,,
7089,DAVIDSBROWN_2,blackbasta,12/4/2023,USA,Industrial,N/A,N/A,,
7083,McKinney Trailers,trigona,18/4/2023,USA,Industrial,N/A,N/A,,
7082,Albany Clinic,trigona,18/4/2023,USA,Healthcare,N/A,N/A,,
7081,Office Notarial de Baillargues,trigona,18/4/2023,France,Services,N/A,N/A,,
7080,Winter Park Construction,trigona,18/4/2023,USA,Construction,N/A,N/A,,
7079,Amouage,trigona,18/4/2023,Oman,Healthcare,N/A,N/A,,
7078,validcertificadora.br,crosslock,18/4/2023,Brazil,Research,N/A,N/A,,
7077,MEADE,blackbasta,18/4/2023,USA,Energy,N/A,N/A,,
7074,Structab AB (MegTax),play,18/4/2023,Sweden,Technology,N/A,N/A,,
7073,Corrib Oil,play,18/4/2023,UK,Energy,N/A,N/A,,
7072,Coldiretti,play,18/4/2023,Italy,Hospitality,N/A,N/A,,
7071,Huissiers,play,18/4/2023,France,Services,N/A,N/A,,
7070,Bang IT Solutions,play,18/4/2023,Australia,Technology,N/A,N/A,,
7069,City of Ballwin,royal,18/4/2023,USA,Public,N/A,N/A,,
7068,Mainstream Engineering,royal,18/4/2023,USA,Technology,N/A,N/A,,
7067,Ozarks Community Hospital,karakurt,18/4/2023,USA,Healthcare,N/A,N/A,,
7066,pandol,abyss,18/4/2023,USA,Hospitality,N/A,N/A,,
7065,Lakeland Community College,vicesociety,18/4/2023,USA,Education,N/A,N/A,,
7064,thesoftwareconsultinggroup,lockbit3,18/4/2023,Canada,Technology,N/A,N/A,,
7063,Western Intelligence or Western Digital: The Fine Line Between Selling Drives and Espionag,alphv,18/4/2023,USA,Technology,N/A,N/A,,
7062,PharmPacc Corporation,karakurt,17/4/2023,USA,Research,N/A,N/A,,
7061,joriszorg.nl,lockbit3,17/4/2023,Netherlands,Healthcare,N/A,N/A,,
7060,pinelandschool,lockbit3,17/4/2023,USA,Education,N/A,N/A,,
7059,hkiff.hk,lockbit3,17/4/2023,China,Public,N/A,N/A,,
7058,SPARTAN Light Metal Products Inc,unsafe,17/4/2023,USA,Industrial,N/A,N/A,,
7057,brl.fr,lockbit3,17/4/2023,France,Services,N/A,N/A,,
7056,alpine4u,lockbit3,17/4/2023,USA,Hospitality,N/A,N/A,,
7055,Uniondale School District,medusalocker,17/4/2023,USA,Education,N/A,N/A,,
7054,Swanson Group,royal,17/4/2023,USA,Industrial,N/A,N/A,,
7053,Moon Capital,royal,17/4/2023,USA,Services,N/A,N/A,,
7052,bswarchitects,medusalocker,16/4/2023,USA,Industrial,N/A,N/A,,
7051,Talon Outdoor,royal,16/4/2023,UK,Technology,N/A,N/A,,
7050,ram,royal,16/4/2023,USA,Technology,N/A,N/A,,
7049,CommScope,vicesociety,15/4/2023,USA,Services,N/A,N/A,,
7048,Leadway Assurance Company Limited,alphv,15/4/2023,Nigeria,Services,N/A,N/A,,
7047,Saobacdau Technologies Group,blackbyte,15/4/2023,Vietnam,Technology,N/A,N/A,,
7046,Gulliver International,blackbyte,15/4/2023,Japan,Industrial,N/A,N/A,,
7045,Esperanza Viva Jóvenes de México,blackbyte,15/4/2023,Mexico,Public,N/A,N/A,,
7043,Aloha Enteprise,alphv,15/4/2023,USA,Technology,N/A,N/A,,
7041,Allimand,medusalocker,15/4/2023,France,Industrial,N/A,N/A,,
7040,Levales Solicitors LLP,bianlian,15/4/2023,UK,Public,N/A,N/A,,
7039,osg.co.jp,lockbit3,14/4/2023,Japan,Industrial,N/A,N/A,,
7038,Alessi,blackbasta,21/3/2023,Italy,Retail,N/A,N/A,,
7037,ktbs,lockbit3,14/4/2023,USA,Media,N/A,N/A,,
7036,knvb.nl,lockbit3,14/4/2023,Netherlands,Entertainment,N/A,N/A,,
7035,homeandheartHealthcare,lockbit3,13/4/2023,USA,Healthcare,N/A,N/A,,
7034,fameline,lockbit3,13/4/2023,Thailand,Construction,N/A,N/A,,
7033,sanden.ph,lockbit3,13/4/2023,Philippines,Industrial,N/A,N/A,,
7032,steeleye,lockbit3,13/4/2023,UK,Energy,N/A,N/A,,
7031,piszcz.pl,lockbit3,13/4/2023,Poland,Services,N/A,N/A,,
7030,Yucatan,alphv,13/4/2023,Mexico,Services,N/A,N/A,,
7029,SAFHOLLAND,alphv,13/4/2023,USA,Industrial,N/A,N/A,,
7028,Invenergy,unsafe,13/4/2023,USA,Energy,N/A,N/A,,
7027,Retina and Vitreous of Texas,bianlian,13/4/2023,USA,Healthcare,N/A,N/A,,
7026,IDEXX,bianlian,13/4/2023,USA,Industrial,N/A,N/A,,
7025,Encompass Technologies,bianlian,13/4/2023,USA,Technology,N/A,N/A,,
7023,Southeastern University,bianlian,5/3/2023,USA,Education,N/A,N/A,,
7022,Faps,bianlian,13/4/2023,USA,Industrial,N/A,N/A,,
7021,Capstan Atlantic,bianlian,13/4/2023,USA,Industrial,N/A,N/A,,
7018,fosfa.cz,lockbit3,13/4/2023,Czech Republic,Industrial,N/A,N/A,,
7017,bcncruiseport,lockbit3,13/4/2023,Spain,Transportation,N/A,N/A,,
7016,teleferico,lockbit3,13/4/2023,Portugal,Transportation,N/A,N/A,,
7015,darktrace,lockbit3,13/4/2023,UK,Technology,N/A,N/A,,
7014,apro.cl,lockbit3,13/4/2023,Chile,Retail,N/A,N/A,,
7013,Sippex,qilin,12/4/2023,China,Industrial,N/A,N/A,,
7012,CH Media,play,12/4/2023,Switzerland,Media,N/A,N/A,,
7011,Flensburger Schiffbau Gesellschaft mbH and Co. and Nobiskrug Yachts GmbH,bianlian,12/4/2023,Germany,Industrial,N/A,N/A,,
7010,Petaluma Healthcare Center,karakurt,12/4/2023,USA,Healthcare,N/A,N/A,,
7009,einhausgruppe,royal,12/4/2023,Germany,Services,N/A,N/A,,
7008,Medicalodges,karakurt,12/4/2023,USA,Healthcare,N/A,N/A,,
7007,Accolade Group Inc Levelwear,avoslocker,11/4/2023,Canada,Consumer,N/A,N/A,,
7006,Zeller,avoslocker,11/4/2023,USA,Industrial,N/A,N/A,,
7005,Tip Top Poultry,avoslocker,11/4/2023,USA,Hospitality,N/A,N/A,,
7004,PESA Bydgoszcz,play,11/4/2023,Poland,Transportation,N/A,N/A,,
7003,conseildelentente,lockbit3,11/4/2023,Ivory Coast,Public,N/A,N/A,,
7002,servexus,lockbit3,11/4/2023,USA,Services,N/A,N/A,,
7001,medmark.eg,lockbit3,11/4/2023,Egypt,Services,N/A,N/A,,
7000,robovic,lockbit3,11/4/2023,Canada,Technology,N/A,N/A,,
6999,comacchio,lockbit3,11/4/2023,Italy,Industrial,N/A,N/A,,
6998,grouplease.co.th,lockbit3,11/4/2023,Thailand,Financial,N/A,N/A,,
6997,uhloans,lockbit3,11/4/2023,USA,Financial,N/A,N/A,,
6996,irda.my,lockbit3,11/4/2023,Malaysia,Public,N/A,N/A,,
6995,cezam.net,lockbit3,11/4/2023,Belgium,Industrial,N/A,N/A,,
6994,Smith Industries,bianlian,11/4/2023,USA,Industrial,N/A,N/A,,
6993,Flensburger Schiffbau Gesellschaft mbH & Co. and Nobiskrug Yachts GmbH,bianlian,11/4/2023,Germany,Transportation,N/A,N/A,,
6992,manfil.br,lockbit3,11/4/2023,Brazil,Industrial,N/A,N/A,,
6991,arcc,lockbit3,11/4/2023,USA,Education,N/A,N/A,,
6990,valleywomensHealthcare,alphv,11/4/2023,USA,Healthcare,N/A,N/A,,
6989,Harvard Energy,bianlian,10/4/2023,Canada,Energy,N/A,N/A,,
6988,Stanley Electric U.S.,royal,10/4/2023,USA,Industrial,N/A,N/A,,
6987,Nature Path Foods,royal,10/4/2023,USA,Hospitality,N/A,N/A,,
6986,euromotors.pe,lockbit3,10/4/2023,Peru,Industrial,N/A,N/A,,
6985,artri.net,lockbit3,10/4/2023,Romania,Transportation,N/A,N/A,,
6984,disltd.ca,lockbit3,10/4/2023,Canada,Technology,N/A,N/A,,
6983,gregoire.fr,lockbit3,10/4/2023,France,Industrial,N/A,N/A,,
6982,fiamma.my,lockbit3,10/4/2023,Malaysia,Industrial,N/A,N/A,,
6981,agp.ph,lockbit3,10/4/2023,Philippines,Energy,N/A,N/A,,
6980,Big Ass Fans,royal,10/4/2023,USA,Industrial,N/A,N/A,,
6979,Alvaria,royal,10/4/2023,USA,Technology,N/A,N/A,,
6978,mundocuervo,lockbit3,10/4/2023,Mexico,Hospitality,N/A,N/A,,
6977,Tom Duffy Company,royal,10/4/2023,USA,Construction,N/A,N/A,,
6976,aek.mk,lockbit3,10/4/2023,Macedonia,Technology,N/A,N/A,,
6975,Scantibodies Laboratory,medusalocker,10/4/2023,USA,Industrial,N/A,N/A,,
6974,Creation Baumann,blackbyte,9/4/2023,Germany,Industrial,N/A,N/A,,
6973,City of Collegedale,blackbyte,9/4/2023,USA,Public,N/A,N/A,,
6972,Cementos BioBio,blackbyte,9/4/2023,Chile,Industrial,N/A,N/A,,
6971,Crown Grinding & Machining,blackbyte,9/4/2023,USA,Industrial,N/A,N/A,,
6970,Schirm,play,9/4/2023,Germany,Industrial,N/A,N/A,,
6969,Vleeswarenfabriek Jac Michiels,play,9/4/2023,Belgium,Hospitality,N/A,N/A,,
6968,Legion Aero,play,9/4/2023,USA,Industrial,N/A,N/A,,
6967,PKF Antares,play,9/4/2023,Canada,Services,N/A,N/A,,
6966,Palo Alto County Sheriff,play,9/4/2023,USA,Public,N/A,N/A,,
6965,baysideinteriors,lockbit3,9/4/2023,USA,Construction,N/A,N/A,,
6964,VOLARIS,clop,9/4/2023,Mexico,Transportation,N/A,N/A,,
6962,SEPIRE,clop,8/4/2023,USA,Communication,N/A,N/A,,
6961,WVI,clop,8/4/2023,USA,Public,N/A,N/A,,
6960,HUMANGOOD,clop,8/4/2023,USA,Services,N/A,N/A,,
6959,KANNACT,clop,8/4/2023,USA,Technology,N/A,N/A,,
6958,HEICO,blackbasta,8/4/2023,USA,Industrial,N/A,N/A,,
6957,DCIENGINEERS,blackbasta,8/4/2023,USA,Services,N/A,N/A,,
6956,Raymond Storage Concepts,blackbasta,8/4/2023,USA,Transportation,N/A,N/A,,
6953,The Zalkin Law Firm P.C.,alphv,8/4/2023,USA,Services,N/A,N/A,,
6951,Pharmerica & BrightSpring Healthcares,moneymessage,8/4/2023,USA,Research,N/A,N/A,,
6948,SPI.CO.ZA,clop,8/4/2023,South Africa,Transportation,N/A,N/A,,
6947,DETECH.TR,clop,8/4/2023,Turkey,Technology,N/A,N/A,,
6946,ALTO,clop,8/4/2023,USA,Public,N/A,N/A,,
6945,SIVSA,alphv,7/4/2023,Spain,Technology,N/A,N/A,,
6943,sxi.ph,lockbit3,7/4/2023,Philippines,Financial,N/A,N/A,,
6940,INTERTERMINALS,clop,7/4/2023,UK,Transportation,N/A,N/A,,
6939,GLOBALFARM.AR,clop,7/4/2023,Argentina,Industrial,N/A,N/A,,
6938,baughmanco,lockbit3,7/4/2023,USA,Services,N/A,N/A,,
6937,TGW,clop,7/4/2023,USA,Technology,N/A,N/A,,
6936,MultiCareInc pt.2,everest,7/4/2023,USA,Healthcare,N/A,N/A,,
6935,DERK.CL,clop,7/4/2023,Chile,Industrial,N/A,N/A,,
6934,b&h pattern.inc,alphv,7/4/2023,USA,Industrial,N/A,N/A,,
6933,REDBOXVOICE,clop,7/4/2023,UK,Media,N/A,N/A,,
6932,PROGRESSION,clop,7/4/2023,India,Technology,N/A,N/A,,
6931,TAS.GOV.AU,clop,7/4/2023,Australia,Public,N/A,N/A,,
6929,Atlantic International University,medusalocker,7/4/2023,USA,Education,N/A,N/A,,
6928,ENERJISAURETIM,clop,7/4/2023,Turkey,Energy,N/A,N/A,,
6927,INTELLICARE.PH,clop,7/4/2023,Philippines,Healthcare,N/A,N/A,,
6926,Kretek International,royal,7/4/2023,USA,Retail,N/A,N/A,,
6925,Beghelli USA,royal,7/4/2023,USA,Energy,N/A,N/A,,
6924,Micro Star International,moneymessage,7/4/2023,Taiwan,Technology,N/A,N/A,,
6923,GRUPOFLORAPLANT,clop,7/4/2023,Mexico,Industrial,N/A,N/A,,
6922,Americana Restaurants,snatch,6/4/2023,United Arab Emirates,Hospitality,N/A,N/A,,
